Review ID,Run,Valid,Topic,Sentiment,Errors
1,1,True,(parse failed),,
1,2,True,(parse failed),,
1,3,True,(parse failed),,
2,1,True,(parse failed),,
2,2,True,(parse failed),,
2,3,True,(parse failed),,
3,1,True,(parse failed),,
3,2,True,(parse failed),,
3,3,True,(parse failed),,
4,1,True,(parse failed),,
4,2,True,(parse failed),,
4,3,True,(parse failed),,
5,1,True,(parse failed),,
5,2,True,(parse failed),,
5,3,True,(parse failed),,
6,1,True,(parse failed),,
6,2,True,(parse failed),,
6,3,True,(parse failed),,
7,1,True,(parse failed),,
7,2,True,(parse failed),,
7,3,True,(parse failed),,
8,1,False,(parse failed),,json_parse_error: Extra data: line 2 column 2 (char 209)
8,2,False,(parse failed),,json_parse_error: Extra data: line 2 column 2 (char 209)
8,3,False,(parse failed),,json_parse_error: Extra data: line 2 column 2 (char 209)
9,1,True,(parse failed),,
9,2,True,(parse failed),,
9,3,True,(parse failed),,
10,1,True,(parse failed),,
10,2,True,(parse failed),,
10,3,True,(parse failed),,
11,1,True,(parse failed),,
11,2,True,(parse failed),,
11,3,True,(parse failed),,
12,1,True,(parse failed),,
12,2,True,(parse failed),,
12,3,True,(parse failed),,
13,1,True,(parse failed),,
13,2,True,(parse failed),,
13,3,True,(parse failed),,
14,1,True,(parse failed),,
14,2,True,(parse failed),,
14,3,True,(parse failed),,
15,1,True,(parse failed),,
15,2,True,(parse failed),,
15,3,True,(parse failed),,
16,1,True,(parse failed),,
16,2,True,(parse failed),,
16,3,True,(parse failed),,
17,1,True,(parse failed),,
17,2,True,(parse failed),,
17,3,True,(parse failed),,
18,1,True,(parse failed),,
18,2,True,(parse failed),,
18,3,True,(parse failed),,
19,1,True,(parse failed),,
19,2,True,(parse failed),,
19,3,True,(parse failed),,
20,1,True,(parse failed),,
20,2,True,(parse failed),,
20,3,True,(parse failed),,
21,1,True,(parse failed),,
21,2,True,(parse failed),,
21,3,True,(parse failed),,
22,1,True,(parse failed),,
22,2,True,(parse failed),,
22,3,True,(parse failed),,
23,1,False,(parse failed),,json_parse_error: Extra data: line 3 column 2 (char 195)
23,2,False,(parse failed),,json_parse_error: Extra data: line 2 column 2 (char 194)
23,3,False,(parse failed),,json_parse_error: Extra data: line 2 column 2 (char 194)
24,1,False,(parse failed),,json_parse_error: Extra data: line 2 column 2 (char 215)
24,2,False,(parse failed),,json_parse_error: Extra data: line 2 column 2 (char 215)
24,3,False,(parse failed),,json_parse_error: Extra data: line 2 column 2 (char 215)
25,1,True,(parse failed),,
25,2,True,(parse failed),,
25,3,True,(parse failed),,
26,1,True,(parse failed),,
26,2,True,(parse failed),,
26,3,True,(parse failed),,
27,1,False,(parse failed),,json_parse_error: Extra data: line 3 column 1 (char 214)
27,2,False,(parse failed),,"Location: label must be 'Positive', 'Negative', or null; Food: label must be 'Positive', 'Negative', or null; Price: label must be 'Positive', 'Negative', or null; Facility: label must be 'Positive', 'Negative', or null; Check-in: label must be 'Positive', 'Negative', or null; Check-out: label must be 'Positive', 'Negative', or null; Off: label must be 'Positive', 'Negative', or null; Booking-issue: label must be 'Positive', 'Negative', or null; Taxi-issue: label must be 'Positive', 'Negative', or null"
27,3,False,(parse failed),,"Location: label must be 'Positive', 'Negative', or null; Food: label must be 'Positive', 'Negative', or null; Price: label must be 'Positive', 'Negative', or null; Facility: label must be 'Positive', 'Negative', or null; Check-in: label must be 'Positive', 'Negative', or null; Check-out: label must be 'Positive', 'Negative', or null; Off: label must be 'Positive', 'Negative', or null; Booking-issue: label must be 'Positive', 'Negative', or null; Taxi-issue: label must be 'Positive', 'Negative', or null"
28,1,False,(parse failed),,json_parse_error: Extra data: line 2 column 1 (char 200)
28,2,False,(parse failed),,json_parse_error: Extra data: line 2 column 2 (char 201)
28,3,False,(parse failed),,json_parse_error: Extra data: line 2 column 2 (char 201)
29,1,True,(parse failed),,
29,2,True,(parse failed),,
29,3,True,(parse failed),,
30,1,True,(parse failed),,
30,2,True,(parse failed),,
30,3,True,(parse failed),,
31,1,True,(parse failed),,
31,2,True,(parse failed),,
31,3,True,(parse failed),,
32,1,True,(parse failed),,
32,2,True,(parse failed),,
32,3,True,(parse failed),,
33,1,True,(parse failed),,
33,2,True,(parse failed),,
33,3,True,(parse failed),,
34,1,True,(parse failed),,
34,2,True,(parse failed),,
34,3,True,(parse failed),,
35,1,False,(parse failed),,json_parse_error: Extra data: line 2 column 1 (char 211)
35,2,False,(parse failed),,json_parse_error: Extra data: line 2 column 1 (char 211)
35,3,False,(parse failed),,json_parse_error: Extra data: line 2 column 1 (char 211)
36,1,True,(parse failed),,
36,2,True,(parse failed),,
36,3,True,(parse failed),,
37,1,True,(parse failed),,
37,2,True,(parse failed),,
37,3,True,(parse failed),,
38,1,True,(parse failed),,
38,2,True,(parse failed),,
38,3,True,(parse failed),,
39,1,True,(parse failed),,
39,2,True,(parse failed),,
39,3,True,(parse failed),,
40,1,True,(parse failed),,
40,2,True,(parse failed),,
40,3,True,(parse failed),,
41,1,True,(parse failed),,
41,2,True,(parse failed),,
