Review ID,Run,Valid,Topic,Text Span,Errors
1,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 5292 (char 5291)"
1,2,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 5292 (char 5291)"
1,2,True,Room,"New, comfortable apartments, close to the airport, to very clean beach.",
1,2,True,Staff,Staff is extremely helpful and easy to communicate with ,
1,2,True,Food,"Tasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",
1,3,True,Room,"New, comfortable apartments, close to the airport, to very clean beach.",
1,3,True,Staff,Staff is extremely helpful and easy to communicate with ,
1,3,True,Food,"Tasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",
1,3,True,Room,"New, comfortable apartments, close to the airport, to very clean beach.",
1,3,True,Staff,Staff is extremely helpful and easy to communicate with ,
1,3,True,Food,"Tasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",
2,1,False,Room,"The room was very clean, well decorated and modern, although not big.",
2,1,False,Staff,The staff was very nice and helpful!,
2,1,False,Staff,"the cook is great, and all staff was very kind and helpful.",
2,1,False,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus.",
2,1,False,Off,Not applicable,
2,1,False,Room,"The room was very clean, well decorated and modern, although not big.",
2,1,False,Staff,The staff was very nice and helpful!,
2,1,False,Staff,"the cook is great, and all staff was very kind and helpful.",
2,1,False,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus.",
2,1,False,Off,Not applicable,
2,2,False,Room,"The room was very clean, well decorated and modern, although not big.",
2,2,False,Staff,The staff was very nice and helpful!,
2,2,False,Staff,"the cook is great, and all staff was very kind and helpful.",
2,2,False,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus.",
2,2,False,Off,Not applicable,
2,2,False,Room,"The room was very clean, well decorated and modern, although not big.",
2,2,False,Staff,The staff was very nice and helpful!,
2,2,False,Staff,"the cook is great, and all staff was very kind and helpful.",
2,2,False,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus.",
2,2,False,Off,Not applicable,
2,3,False,Room,"The room was very clean, well decorated and modern, although not big.",
2,3,False,Staff,The staff was very nice and helpful!,
2,3,False,Staff,"the cook is great, and all staff was very kind and helpful.",
2,3,False,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus.",
2,3,False,Off,Not applicable,
2,3,False,Room,"The room was very clean, well decorated and modern, although not big.",
2,3,False,Staff,The staff was very nice and helpful!,
2,3,False,Staff,"the cook is great, and all staff was very kind and helpful.",
2,3,False,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus.",
2,3,False,Off,Not applicable,
3,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 702 (char 701)"
3,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 702 (char 701)"
3,2,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 702 (char 701)"
3,2,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 702 (char 701)"
3,3,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 702 (char 701)"
3,3,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 702 (char 701)"
4,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 5275 (char 5274)
4,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 5275 (char 5274)
4,2,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 5275 (char 5274)
4,2,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 5275 (char 5274)
4,3,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 5275 (char 5274)
4,3,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 5275 (char 5274)
5,1,True,Room,very comfortable beds,
5,1,True,Location,in a very convenient location.,
5,1,True,Location,a great beach.,
5,1,True,Location,An easy stroll to numerous nice restaurants,
5,1,True,Room,very comfortable beds,
5,1,True,Location,in a very convenient location.,
5,1,True,Location,a great beach.,
5,1,True,Location,An easy stroll to numerous nice restaurants,
5,2,True,Room,very comfortable beds,
5,2,True,Location,in a very convenient location.,
5,2,True,Location,a great beach.,
5,2,True,Location,An easy stroll to numerous nice restaurants,
5,2,True,Room,very comfortable beds,
5,2,True,Location,in a very convenient location.,
5,2,True,Location,a great beach.,
