Review ID,Run,Valid,Topic,Text Span,Errors
1,1,True,Room,"New, comfortable apartments, close to the airport, to very clean beach.",
1,1,True,Staff,Staff is extremely helpful and easy to communicate with ,
1,1,True,Food,"Tasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",
1,2,True,Room,"New, comfortable apartments, close to the airport, to very clean beach.",
1,2,True,Staff,Staff is extremely helpful and easy to communicate with ,
1,2,True,Food,"Tasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",
1,3,True,Room,"New, comfortable apartments, close to the airport, to very clean beach.",
1,3,True,Staff,Staff is extremely helpful and easy to communicate with ,
1,3,True,Food,"Tasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",
2,1,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 5406 (char 5405)
2,2,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 5406 (char 5405)
2,3,False,(parse failed),,json_parse_error: Unterminated string starting at: line 1 column 5406 (char 5405)
3,1,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 356 (char 355)
3,2,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 356 (char 355)
3,3,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 356 (char 355)
4,1,True,Room,Clean,
4,2,True,Room,Clean,
4,3,True,Room,Clean,
5,1,True,Room,very comfortable beds,
5,1,True,Location,in a very convenient location.,
5,1,True,Location,a great beach.,
5,2,True,Room,very comfortable beds,
5,2,True,Location,in a very convenient location.,
5,2,True,Location,a great beach.,
5,3,True,Room,very comfortable beds,
5,3,True,Location,in a very convenient location.,
5,3,True,Location,a great beach.,
6,1,True,Room,The room was exceptionally clean with a really comfortable bed,
6,2,True,Room,The room was exceptionally clean with a really comfortable bed,
6,3,True,Room,The room was exceptionally clean with a really comfortable bed,
7,1,False,Room,The room was spotless.,
7,1,False,Room,although not big,
7,1,False,Staff,The staff were lovely.,
7,1,False,Staff,Service was great.,
7,1,False,Staff,They were very helpful and friendly!,
7,1,False,Location,great location,
7,1,False,Location,just a 5-minute walk to the beach,
7,1,False,Location,"very convenient for the night market, which is only one street away.",
7,1,False,Food,"Breakfast was wonderful — fresh fruit, eggs any style, and great coffee.",
7,1,False,Food,the food arrived cold and took over an hour.,
7,1,False,Food,"fresh juice, eggs made to order, and a wide selection of pastries.",
7,1,False,Food,"breakfast was amazing, fresh and handmade!",
7,1,False,Price,very reasonable prices,
7,1,False,Facility,"renovated,",
7,1,False,Check-in,check-in/check-out process or timing,
7,1,False,Check-out,check-in/check-out process or timing,
7,1,False,Off,I don't think I need to mention where I'll be staying next time I'm in Larnaka..,
7,1,False,Off,Brilliant guys ... 🙏🙏🙏,
7,1,False,Booking-issue,nothing,
7,1,False,Booking-issue,booking/reservation process,
7,1,False,Taxi-issue,taxi service,
7,2,False,Room,The room was spotless.,
7,2,False,Room,although not big,
7,2,False,Staff,The staff were lovely.,
7,2,False,Staff,Service was great.,
7,2,False,Staff,They were very helpful and friendly!,
7,2,False,Location,great location,
7,2,False,Location,just a 5-minute walk to the beach,
7,2,False,Location,"very convenient for the night market, which is only one street away.",
7,2,False,Food,"Breakfast was wonderful — fresh fruit, eggs any style, and great coffee.",
7,2,False,Food,the food arrived cold and took over an hour.,
7,2,False,Food,"fresh juice, eggs made to order, and a wide selection of pastries.",
7,2,False,Food,"breakfast was amazing, fresh and handmade!",
7,2,False,Price,very reasonable prices,
7,2,False,Facility,"renovated,",
7,2,False,Check-in,check-in/check-out process or timing,
7,2,False,Check-out,check-in/check-out process or timing,
7,2,False,Off,I don't think I need to mention where I'll be staying next time I'm in Larnaka..,
7,2,False,Off,Brilliant guys ... 🙏🙏🙏,
7,2,False,Booking-issue,nothing,
7,2,False,Booking-issue,booking/reservation process,
7,2,False,Taxi-issue,taxi service,
7,3,False,Room,The room was spotless.,
7,3,False,Room,although not big,
7,3,False,Staff,The staff were lovely.,
7,3,False,Staff,Service was great.,
7,3,False,Staff,They were very helpful and friendly!,
7,3,False,Location,great location,
7,3,False,Location,just a 5-minute walk to the beach,
7,3,False,Location,"very convenient for the night market, which is only one street away.",
7,3,False,Food,"Breakfast was wonderful — fresh fruit, eggs any style, and great coffee.",
7,3,False,Food,the food arrived cold and took over an hour.,
7,3,False,Food,"fresh juice, eggs made to order, and a wide selection of pastries.",
7,3,False,Food,"breakfast was amazing, fresh and handmade!",
7,3,False,Price,very reasonable prices,
7,3,False,Facility,"renovated,",
7,3,False,Check-in,check-in/check-out process or timing,
7,3,False,Check-out,check-in/check-out process or timing,
7,3,False,Off,I don't think I need to mention where I'll be staying next time I'm in Larnaka..,
7,3,False,Off,Brilliant guys ... 🙏🙏🙏,
7,3,False,Booking-issue,nothing,
7,3,False,Booking-issue,booking/reservation process,
7,3,False,Taxi-issue,taxi service,
8,1,False,Room,not big,
8,1,False,Staff,The staff was very nice and helpful!,
8,1,False,Location,"nice location,",
8,1,False,Location,"renovated,",
8,2,False,Room,not big,
8,2,False,Staff,The staff was very nice and helpful!,
8,2,False,Location,"nice location,",
8,2,False,Location,"renovated,",
8,3,False,Room,not big,
8,3,False,Staff,The staff was very nice and helpful!,
8,3,False,Location,"nice location,",
8,3,False,Location,"renovated,",
9,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 671 (char 670)"
9,2,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 671 (char 670)"
9,3,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 671 (char 670)"
10,1,True,Room,Great modern room,
10,1,True,Location,quiet location,
10,2,True,Room,Great modern room,
10,2,True,Location,quiet location,
10,3,True,Room,Great modern room,
10,3,True,Location,quiet location,
11,1,False,Room,The room was spotless.,
11,1,False,Staff,Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... ™,
11,1,False,Staff,"Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Smile 😊",
11,1,False,Location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros ,
11,1,False,Location,I don't think I need to mention where I'll be staying next time I'm in Larnaka.. 🤖,
11,1,False,Food,Oh yeah the food is great to and very reasonable prices ..,
11,2,False,Room,The room was spotless.,
11,2,False,Staff,Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... ™,
11,2,False,Staff,"Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Smile 😊",
11,2,False,Location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros ,
11,2,False,Location,I don't think I need to mention where I'll be staying next time I'm in Larnaka.. 🤖,
11,2,False,Food,Oh yeah the food is great to and very reasonable prices ..,
11,3,False,Room,The room was spotless.,
11,3,False,Staff,Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... ™,
11,3,False,Staff,"Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Smile 😊",
11,3,False,Location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros ,
11,3,False,Location,I don't think I need to mention where I'll be staying next time I'm in Larnaka.. 🤖,
11,3,False,Food,Oh yeah the food is great to and very reasonable prices ..,
12,1,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 112 (char 111)
12,2,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 112 (char 111)
12,3,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 112 (char 111)
13,1,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 2129 (char 2128)"
13,2,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 2129 (char 2128)"
13,3,False,(parse failed),,"json_parse_error: Expecting ',' delimiter: line 1 column 2129 (char 2128)"
14,1,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 349 (char 348)
14,2,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 349 (char 348)
14,3,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 349 (char 348)
15,1,False,(parse failed),,json_parse_error: Expecting property name enclosed in double quotes: line 1 column 139 (char 138)
15,2,False,(parse failed),,json_parse_error: Expecting property name enclosed in double quotes: line 1 column 139 (char 138)
15,3,False,(parse failed),,json_parse_error: Expecting property name enclosed in double quotes: line 1 column 139 (char 138)
16,1,False,Room,"they are spacious, clean, the window view is nice too.",
16,1,False,Room,the room was not very big,
16,1,False,Food,"the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",
16,2,False,Room,"they are spacious, clean, the window view is nice too.",
16,2,False,Room,the room was not very big,
16,2,False,Food,"the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",
16,3,False,Room,"they are spacious, clean, the window view is nice too.",
16,3,False,Room,the room was not very big,
16,3,False,Food,"the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",
17,1,False,(parse failed),,json_parse_error: Expecting property name enclosed in double quotes: line 1 column 219 (char 218)
17,2,False,(parse failed),,json_parse_error: Expecting property name enclosed in double quotes: line 1 column 219 (char 218)
17,3,False,(parse failed),,json_parse_error: Expecting property name enclosed in double quotes: line 1 column 219 (char 218)
18,1,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 107 (char 106)
18,2,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 107 (char 106)
18,3,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 107 (char 106)
19,1,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 234 (char 233)
19,2,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 234 (char 233)
19,3,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 234 (char 233)
20,1,True,Room,clean,
20,1,True,Staff,friendly stuff,
20,1,True,Location,location,
20,2,True,Room,clean,
20,2,True,Staff,friendly stuff,
20,2,True,Location,location,
20,3,True,Room,clean,
20,3,True,Staff,friendly stuff,
20,3,True,Location,location,
21,1,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 101 (char 100)
21,2,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 101 (char 100)
21,3,False,(parse failed),,json_parse_error: Expecting ':' delimiter: line 1 column 101 (char 100)
22,1,True,Room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean.",
22,1,True,Room,"Bed was really comfortable, lots of room for me to put my things... although might have needed another set of drawers if there were two of us.",
22,1,True,Food,"Ordered pizza one night and was not great, too stodgy but I'm sure other food is better.",
22,2,True,Room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean.",
22,2,True,Room,"Bed was really comfortable, lots of room for me to put my things... although might have needed another set of drawers if there were two of us.",
22,2,True,Food,"Ordered pizza one night and was not great, too stodgy but I'm sure other food is better.",
