Review ID,Run,Valid,Topic,Sentiment,Errors
1,1,True,Room,Positive,
1,1,True,Staff,Positive,
1,1,True,Location,Positive,
1,1,True,Food,Positive,
1,1,True,Room,Positive,
1,1,True,Staff,Positive,
1,1,True,Location,Positive,
1,1,True,Food,Positive,
1,2,True,Room,Positive,
1,2,True,Staff,Positive,
1,2,True,Location,Positive,
1,2,True,Food,Positive,
1,2,True,Room,Positive,
1,2,True,Staff,Positive,
1,2,True,Location,Positive,
1,2,True,Food,Positive,
1,3,True,Room,Positive,
1,3,True,Staff,Positive,
1,3,True,Location,Positive,
1,3,True,Food,Positive,
1,3,True,Room,Positive,
1,3,True,Staff,Positive,
1,3,True,Location,Positive,
1,3,True,Food,Positive,
2,1,True,Room,Positive,
2,1,True,Staff,Positive,
2,1,True,Food,Negative,
2,1,True,Room,Positive,
2,1,True,Staff,Positive,
2,1,True,Food,Negative,
2,2,True,Room,Positive,
2,2,True,Staff,Positive,
2,2,True,Food,Negative,
2,2,True,Room,Positive,
2,2,True,Staff,Positive,
2,2,True,Food,Negative,
2,3,True,Room,Positive,
2,3,True,Staff,Positive,
2,3,True,Food,Negative,
2,3,True,Room,Positive,
2,3,True,Staff,Positive,
2,3,True,Food,Negative,
3,1,False,(no sentiments found),,'Room' is a required property
3,1,False,Location,Positive,
3,2,False,Location,Positive,
3,2,False,Location,Positive,
3,3,False,Location,Positive,
3,3,False,Location,Positive,
4,1,False,Room,Negative,
4,1,False,Staff,Positive,
4,1,False,Location,null,
4,1,False,Price,Negative,
4,1,False,Room,Negative,
4,1,False,Staff,Positive,
4,1,False,Location,null,
4,1,False,Price,Negative,
4,2,False,Room,Negative,
4,2,False,Staff,Positive,
4,2,False,Location,null,
4,2,False,Price,Negative,
4,2,False,Room,Negative,
4,2,False,Staff,Positive,
4,2,False,Location,null,
4,2,False,Price,Negative,
4,3,False,Room,Negative,
4,3,False,Staff,Positive,
4,3,False,Location,null,
4,3,False,Price,Negative,
4,3,False,Room,Negative,
4,3,False,Staff,Positive,
4,3,False,Location,null,
4,3,False,Price,Negative,
5,1,False,Room,Positive,
5,1,False,Staff,null,
5,1,False,Location,Positive,
5,1,False,Room,Positive,
5,1,False,Staff,null,
5,1,False,Location,Positive,
5,2,False,Room,Positive,
5,2,False,Staff,null,
5,2,False,Location,Positive,
5,2,False,Room,Positive,
5,2,False,Staff,null,
5,2,False,Location,Positive,
5,3,False,Room,Positive,
5,3,False,Staff,null,
5,3,False,Location,Positive,
5,3,False,Room,Positive,
5,3,False,Staff,null,
5,3,False,Location,Positive,
6,1,False,Room,Positive,
6,1,False,Staff,null,
6,1,False,Location,null,
6,1,False,Price,Negative,
6,1,False,Check-in,null,
6,1,False,Check-out,null,
6,1,False,Off,null,
6,1,False,Room,Positive,
6,1,False,Staff,null,
6,1,False,Location,null,
6,1,False,Price,Negative,
6,2,False,Room,Positive,
6,2,False,Staff,null,
6,2,False,Location,null,
6,2,False,Price,Negative,
6,2,False,Room,Positive,
6,2,False,Staff,null,
6,2,False,Location,null,
6,2,False,Price,Negative,
6,3,False,Room,Positive,
6,3,False,Staff,null,
6,3,False,Location,null,
6,3,False,Price,Negative,
6,3,False,Room,Positive,
6,3,False,Staff,null,
6,3,False,Location,null,
6,3,False,Price,Negative,
7,1,True,Staff,Negative,
7,1,True,Staff,Negative,
7,2,True,Staff,Negative,
7,2,True,Staff,Negative,
7,3,True,Staff,Negative,
7,3,True,Staff,Negative,
8,1,False,Location,Positive,
8,1,False,Staff,Negative,
8,1,True,Staff,Positive,
8,1,True,Location,Positive,
8,2,True,Staff,Positive,
8,2,True,Location,Positive,
8,2,True,Staff,Positive,
8,2,True,Location,Positive,
8,3,True,Staff,Positive,
8,3,True,Location,Positive,
8,3,True,Staff,Positive,
8,3,True,Location,Positive,
9,1,True,Staff,Positive,
9,1,True,Location,Positive,
9,1,True,Food,Negative,
9,1,True,Staff,Positive,
9,1,True,Location,Positive,
9,1,True,Food,Negative,
9,2,True,Staff,Positive,
9,2,True,Location,Positive,
9,2,True,Food,Negative,
9,2,True,Staff,Positive,
9,2,True,Location,Positive,
9,2,True,Food,Negative,
9,3,True,Staff,Positive,
9,3,True,Location,Positive,
9,3,True,Food,Negative,
9,3,True,Staff,Positive,
9,3,True,Location,Positive,
9,3,True,Food,Negative,
10,1,True,Room,Positive,
10,1,True,Location,Positive,
10,1,True,Room,Positive,
10,1,True,Location,Positive,
10,2,True,Room,Positive,
10,2,True,Location,Positive,
10,2,True,Room,Positive,
10,2,True,Location,Positive,
10,3,True,Room,Positive,
10,3,True,Location,Positive,
10,3,True,Room,Positive,
10,3,True,Location,Positive,
11,1,True,Room,Positive,
11,1,True,Staff,Positive,
11,1,True,Location,Positive,
11,1,True,Food,Positive,
11,1,True,Room,Positive,
11,1,True,Staff,Positive,
11,1,True,Location,Positive,
11,1,True,Food,Positive,
11,2,True,Room,Positive,
11,2,True,Staff,Positive,
11,2,True,Location,Positive,
11,2,True,Food,Positive,
11,2,True,Room,Positive,
11,2,True,Staff,Positive,
11,2,True,Location,Positive,
11,2,True,Food,Positive,
11,3,True,Room,Positive,
11,3,True,Staff,Positive,
11,3,True,Location,Positive,
11,3,True,Food,Positive,
11,3,True,Room,Positive,
11,3,True,Staff,Positive,
11,3,True,Location,Positive,
11,3,True,Food,Positive,
12,1,True,Staff,Positive,
12,1,True,Food,Positive,
12,1,True,Price,Negative,
12,1,True,Staff,Positive,
12,2,True,Staff,Positive,
12,2,True,Staff,Positive,
12,3,True,Staff,Positive,
12,3,True,Staff,Positive,
13,1,True,Room,Positive,
13,1,True,Staff,Positive,
13,1,True,Location,Positive,
13,1,True,Room,Positive,
13,1,True,Staff,Positive,
13,1,True,Location,Positive,
13,2,True,Room,Positive,
13,2,True,Staff,Positive,
13,2,True,Location,Positive,
13,2,True,Room,Positive,
13,2,True,Staff,Positive,
13,2,True,Location,Positive,
13,3,True,Room,Positive,
13,3,True,Staff,Positive,
13,3,True,Location,Positive,
13,3,True,Room,Positive,
13,3,True,Staff,Positive,
13,3,True,Location,Positive,
14,1,True,Staff,Negative,
14,1,True,Location,Positive,
14,1,True,Staff,Negative,
14,1,True,Location,Positive,
14,2,True,Staff,Negative,
14,2,True,Location,Positive,
14,2,True,Staff,Negative,
14,2,True,Location,Positive,
14,3,True,Staff,Negative,
14,3,True,Location,Positive,
14,3,True,Staff,Negative,
14,3,True,Location,Positive,
15,1,True,Room,Positive,
15,1,True,Staff,Positive,
15,1,True,Location,Negative,
15,1,True,Room,Positive,
15,1,True,Staff,Positive,
15,1,True,Location,Negative,
15,2,True,Room,Positive,
15,2,True,Staff,Positive,
15,2,True,Location,Negative,
15,2,True,Room,Positive,
15,2,True,Staff,Positive,
15,2,True,Location,Negative,
15,3,True,Room,Positive,
15,3,True,Staff,Positive,
15,3,True,Location,Negative,
15,3,True,Room,Positive,
15,3,True,Staff,Positive,
15,3,True,Location,Negative,
16,1,False,Room,Positive,
16,1,False,Staff,null,
16,1,False,Location,null,
16,1,False,Food,Negative,
16,1,False,Price,null,
16,1,False,Facility,null,
16,1,False,Check-in,null,
16,1,False,Check-out,null,
16,1,False,Off,null,
16,1,False,Booking-issue,null,
16,1,False,Taxi-issue,null,
16,1,False,Room,Positive,
16,1,False,Staff,null,
16,1,False,Location,null,
16,1,False,Food,Negative,
16,1,False,Price,null,
16,1,False,Facility,null,
16,1,False,Check-in,null,
16,1,False,Check-out,null,
16,1,False,Off,null,
16,1,False,Booking-issue,null,
16,1,False,Taxi-issue,null,
16,2,False,Room,Positive,
16,2,False,Staff,null,
16,2,False,Location,null,
16,2,False,Food,Negative,
16,2,False,Price,null,
16,2,False,Facility,null,
16,2,False,Check-in,null,
16,2,False,Check-out,null,
16,2,False,Off,null,
16,2,False,Booking-issue,null,
16,2,False,Taxi-issue,null,
16,2,False,Room,Positive,
16,2,False,Staff,null,
16,2,False,Location,null,
16,2,False,Food,Negative,
16,2,False,Price,null,
16,2,False,Facility,null,
16,2,False,Check-in,null,
16,2,False,Check-out,null,
16,2,False,Off,null,
16,2,False,Booking-issue,null,
16,2,False,Taxi-issue,null,
16,3,False,Room,Positive,
16,3,False,Staff,null,
16,3,False,Location,null,
16,3,False,Food,Negative,
16,3,False,Price,null,
16,3,False,Facility,null,
16,3,False,Check-in,null,
16,3,False,Check-out,null,
16,3,False,Off,null,
16,3,False,Booking-issue,null,
16,3,False,Taxi-issue,null,
16,3,False,Room,Positive,
16,3,False,Staff,null,
16,3,False,Location,null,
16,3,False,Food,Negative,
16,3,False,Price,null,
16,3,False,Facility,null,
16,3,False,Check-in,null,
16,3,False,Check-out,null,
16,3,False,Off,null,
