Review ID,Run,Valid,Topic,Sentiment,Errors
1,1,True,Staff,Positive,
1,1,True,Food,Positive,
1,2,True,Staff,Positive,
1,2,True,Food,Positive,
1,3,True,Staff,Positive,
1,3,True,Food,Positive,
2,1,True,Room,Positive,
2,1,True,Staff,Positive,
2,1,True,Food,Positive,
2,2,True,Room,Positive,
2,2,True,Staff,Positive,
2,2,True,Food,Positive,
2,3,True,Room,Positive,
2,3,True,Staff,Positive,
2,3,True,Food,Positive,
3,1,True,Location,Positive,
3,2,True,Location,Positive,
3,3,True,Location,Positive,
4,1,True,Price,Positive,
4,1,True,Facility,Positive,
4,2,True,Price,Positive,
4,2,True,Facility,Positive,
4,3,True,Price,Positive,
4,3,True,Facility,Positive,
5,1,True,Room,Positive,
5,1,True,Location,Positive,
5,2,True,Room,Positive,
5,2,True,Location,Positive,
5,3,True,Room,Positive,
5,3,True,Location,Positive,
6,1,True,Room,Positive,
6,2,True,Room,Positive,
6,3,True,Room,Positive,
7,1,True,(no sentiments found),,
7,2,True,(no sentiments found),,
7,3,True,(no sentiments found),,
8,1,True,Staff,Positive,
8,1,True,Location,Positive,
8,2,True,Staff,Positive,
8,2,True,Location,Positive,
8,3,True,Staff,Positive,
8,3,True,Location,Positive,
9,1,True,Staff,Positive,
9,2,True,Staff,Positive,
9,3,True,Staff,Positive,
10,1,True,Room,Positive,
10,1,True,Location,Positive,
10,2,True,Room,Positive,
10,2,True,Location,Positive,
10,3,True,Room,Positive,
10,3,True,Location,Positive,
11,1,True,Room,Positive,
11,1,True,Staff,Positive,
11,1,True,Food,Positive,
11,1,True,Price,Positive,
11,1,True,Facility,Positive,
11,1,True,Location,Positive,
11,2,True,Room,Positive,
11,2,True,Staff,Positive,
11,2,True,Location,Positive,
11,2,True,Food,Positive,
11,2,True,Price,Positive,
11,2,True,Facility,Positive,
11,3,True,Room,Positive,
11,3,True,Staff,Positive,
11,3,True,Location,Positive,
11,3,True,Food,Positive,
11,3,True,Price,Positive,
11,3,True,Facility,Positive,
12,1,True,Staff,Positive,
12,1,True,Food,Positive,
12,2,True,Staff,Positive,
12,2,True,Food,Positive,
12,3,True,Staff,Positive,
12,3,True,Food,Positive,
13,1,True,Room,Positive,
13,1,True,Staff,Positive,
13,1,True,Location,Positive,
13,2,True,Room,Positive,
13,2,True,Staff,Positive,
13,2,True,Location,Positive,
13,3,True,Room,Positive,
13,3,True,Staff,Positive,
13,3,True,Location,Positive,
14,1,True,Staff,Negative,
14,1,True,Location,Positive,
14,2,True,Staff,Negative,
14,2,True,Location,Positive,
14,3,True,Staff,Negative,
14,3,True,Location,Positive,
15,1,True,Staff,Positive,
15,1,True,Location,Positive,
15,2,True,Staff,Positive,
15,2,True,Location,Positive,
15,3,True,Staff,Positive,
15,3,True,Location,Positive,
16,1,True,Room,Positive,
16,1,True,Food,Positive,
16,2,True,Room,Positive,
16,2,True,Food,Positive,
16,3,True,Room,Positive,
16,3,True,Food,Positive,
17,1,True,Room,Positive,
17,1,True,Staff,Positive,
17,2,True,Room,Positive,
17,2,True,Staff,Positive,
17,3,True,Room,Positive,
17,3,True,Staff,Positive,
18,1,True,Staff,Positive,
18,1,True,Food,Positive,
18,1,True,Facility,Positive,
18,2,True,Staff,Positive,
18,2,True,Food,Positive,
18,2,True,Facility,Positive,
18,3,True,Staff,Positive,
18,3,True,Food,Positive,
18,3,True,Facility,Positive,
19,1,True,Location,Positive,
19,2,True,Location,Positive,
19,3,True,Location,Positive,
20,1,True,Staff,Positive,
20,1,True,Location,Positive,
20,2,True,Staff,Positive,
20,2,True,Location,Positive,
20,3,True,Staff,Positive,
20,3,True,Location,Positive,
21,1,True,Room,Positive,
21,1,True,Staff,Positive,
21,1,True,Food,Positive,
21,2,True,Room,Positive,
21,2,True,Staff,Positive,
21,2,True,Food,Positive,
21,3,True,Room,Positive,
21,3,True,Staff,Positive,
21,3,True,Food,Positive,
22,1,True,Room,Positive,
22,1,True,Staff,Positive,
22,1,True,Food,Negative,
22,2,True,Room,Positive,
22,2,True,Staff,Positive,
22,2,True,Food,Negative,
22,3,True,Room,Positive,
22,3,True,Staff,Positive,
22,3,True,Food,Negative,
23,1,False,(parse failed),,json_parse_error: Extra data: line 2 column 2 (char 190)
23,2,False,(parse failed),,json_parse_error: Extra data: line 2 column 2 (char 190)
23,3,False,(parse failed),,json_parse_error: Extra data: line 2 column 2 (char 190)
24,1,False,(parse failed),,json_parse_error: Extra data: line 2 column 2 (char 211)
24,2,False,(parse failed),,json_parse_error: Extra data: line 2 column 2 (char 211)
24,3,False,(parse failed),,json_parse_error: Extra data: line 2 column 2 (char 211)
25,1,True,(no sentiments found),,
25,2,True,(no sentiments found),,
25,3,True,(no sentiments found),,
26,1,True,Room,Positive,
